ID;CODE;LINE_NB
T-12787;HVL;2
R-12788;86MEK;1
R-12788;86MEK;2
R-12788;M5ES;3
X-12789;VPX;1
X-12789;VPX;2
I-12790;ZZ4;1
I-12790;6ML;2
I-12790;4EV;3
E-12791;8VX;1
E-12791;8LV;2
E-12791;586J8;3
E-12791;68V;4
H-12792;UL;1
H-12792;L9V;2
E-12793;ZZ4;1
E-12793;4EV;2
S-12794;X9;1
S-12794;AG9;2
S-12794;AG9;3
S-12794;AG9;4
S-12794;AG9;5
S-12794;AG9;6
S-12794;AG9;7
S-12794;AG9;8
B-12795;ZZ4;1
B-12795;4EV;2
D-12796;H7L;1
D-12796;HL8;2
S-12797;VPX;1
S-12797;VPX;2
J-12798;ZZ4;1
J-12798;4EV;2
B-12799;M5ES;1
B-12799;86MEK;2
B-12799;86MEK;3
P-12800;ZZ4;1
P-12800;4EV;2
K-12801;ZZ4;1
K-12801;5ML;2
K-12801;4EV;3
L-12802;UL;1
L-12802;ULV;2
L-12802;L9V;3
A-12803;VPX;1
A-12803;VPX;2
L-12804;M5ES;1
L-12804;86MEK;2
L-12804;86MEK;3
Q-12805;M5ES;1
Q-12805;M5ES;2
K-12806;M5ES;1
K-12806;M5ES;2
X-12807;UL;1
X-12807;ULV;2
X-12807;L9V;3
S-12808;M5ES;1
S-12808;M5ES;2
W-12809;86MEK;1
W-12809;86MEK;2
W-12809;M5ES;3
K-12810;M5ES;1
K-12810;M5ES;2
H-12811;86MEK;1
H-12811;86MEK;2
H-12811;M5ES;3
J-12812;86MEK;1
J-12812;86MEK;2
J-12812;M5ES;3
X-12813;M5ES;1
X-12813;M5ES;2
X-12814;VPX;1
X-12814;VPX;2
T-12815;M5ES;1
T-12815;86MEK;2
T-12815;86MEK;3
Q-12816;86MEK;1
Q-12816;86MEK;2
Q-12816;M5ES;3
E-12817;VPX;1
E-12817;VPX;2
D-12818;ZZ4;1
D-12818;4LV;2
O-12819;9V8;1
O-12819;9V8;2
O-12819;9V8;3
O-12819;M686X;4
Z-12820;86X;1
Z-12820;VPX;2
Q-12821;86MEK;1
Q-12821;86MEK;2
Q-12821;M5ES;3
S-12822;VPX;1
S-12822;VPX;2
B-12823;Y5ES;1
B-12823;Y5ES;2
D-12824;X6L6X;1
D-12824;X686X;2
D-12824;X6L6X;3
D-12824;X686X;4
D-12824;M55E6;5
E-12825;VPX;1
E-12825;VPX;2
R-12826;TL8;1
R-12826;LJ9;2
G-12827;UL;1
G-12827;9J5;2
G-12827;9EV;3
N-12828;£VX;1
N-12828;£VX;2
U-12829;AG9;1
U-12829;A6G;2
U-12829;M6G;3
N-12830;HL8;1
N-12830;HVL;2
T-12831;M6L6X;1
T-12831;MW9V8;2
Q-12832;$L8;1
Q-12832;$J9;2
Q-12832;$PL;3
C-12833;86MEK;1
C-12833;86MEK;2
C-12833;M5ES;3
A-12834;$PL;1
A-12834;$L8;2
A-12834;$J9;3
D-12835;PX9;1
D-12835;RVX9L;2
J-12836;HPL;1
J-12836;HL8;2
J-12836;HVL;3
U-12837;86MEK;1
U-12837;86MEK;2
U-12837;M5ES;3
I-12838;HPL;1
I-12838;HL8;2
I-12838;HJ9;3
R-12839;86MEK;1
R-12839;86MEK;2
R-12839;M5ES;3
T-12840;86MEK;1
T-12840;86MEK;2
T-12840;M5ES;3
G-12841;RVX9L;1
G-12841;L5TG;2
G-12841;L5TG;3
D-12842;HL8;1
D-12842;H7L;2
D-12842;HPL;3
B-12843;HJ9;1
B-12843;HJ9;2
B-12843;HJ9;3
B-12843;HJ9;4
B-12843;H7L;5
W-12844;ZZ4;1
W-12844;4EV;2
M-12845;AG9;1
M-12845;A6G;2
M-12845;M6G;3
Y-12846;$GP;1
Y-12846;$GP;2
Y-12846;$GP;3
B-12847;86X;1
B-12847;86X;2
J-12848;ZZ4;1
J-12848;4EV;2
H-12849;86MEK;1
H-12849;86MEK;2
O-12850;PX9;1
O-12850;L5TG;2
L-12851;RVX9L;1
L-12851;L5TG;2
L-12851;L5TG;3
H-12852;8VX;1
H-12852;68V;2
H-12852;586J8;3
J-12853;8VX;1
J-12853;68V;2
J-12853;8LV;3
J-12853;586J8;4
J-12853;8VX;5
J-12853;68V;6
J-12853;8LV;7
J-12853;586J8;8
K-12854;8VX;1
K-12854;68V;2
K-12854;8LV;3
K-12854;586J8;4
K-12854;8VX;5
K-12854;8LV;6
K-12854;586J8;7
O-12855;L5TG;1
O-12855;RVX9L;2
X-12856;VPX;1
X-12856;86X;2
X-12857;V5TG;1
X-12857;V5TG;2
X-12857;V5TG;3
H-12858;TP;1
H-12858;TP;2
H-12858;X686X;3
H-12858;X686X;4
S-12859;TP;1
S-12859;TP;2
G-12860;TP;1
G-12860;TP;2
G-12860;TP;3
G-12860;TP;4
G-12860;TP;5
Q-12861;HPL;1
Q-12861;HPL;2
Q-12861;HJ9;3
Q-12861;HJ9;4
Q-12861;HPL;5
Q-12861;HPL;6
Q-12861;HPL;7
Q-12861;HJ9;8
Q-12861;HJ9;9
Q-12861;HJ9;10
E-12862;86MEK;1
E-12862;86MEK;2
E-12862;M5ES;3
H-12863;VPX;1
H-12863;VPX;2
I-12864;9V8;1
I-12864;L6;2
I-12864;LJ9;3
O-12865;8QX;1
O-12865;8QX;2
O-12865;MWU6P;3
O-12865;MWU6P;4
J-12866;86X;1
J-12866;VPX;2
J-12866;86X;3
A-12867;TL8;1
A-12867;LJ9;2
U-12868;VJ9;1
U-12868;TL8;2
U-12868;VJ9;3
U-12868;TL8;4
Q-12869;V5TG;1
Q-12869;V5TG;2
Q-12869;3PX;3
S-12870;$TL8;1
S-12870;2WVJ9;2
S-12870;2WVJ9;3
S-12870;BWLJ9;4
U-12871;UL;1
U-12871;L9V;2
U-12871;ULV;3
F-12872;$TL8;1
F-12872;2WVJ9;2
F-12872;2WVJ9;3
F-12872;BWLJ9;4
I-12873;MW59M;1
I-12873;HPL;2
I-12873;HJ9;3
R-12874;9V8;1
R-12874;5G;2
R-12874;L9V8;3
R-12874;M686X;4
M-12875;S£9;1
M-12875;S£9;2
N-12876;MW59M;1
N-12876;XWP69;2
N-12876;XWLJ9;3
C-12877;ZZ4;1
C-12877;VPX;2
W-12878;L5TG;1
W-12878;L5TG;2
Q-12879;TP;1
Q-12879;TP;2
Q-12879;X686X;3
Q-12879;X686X;4
J-12880;UL;1
J-12880;ULV;2
U-12881;3PX;1
U-12881;V5TG;2
L-12882;HJ9;1
L-12882;HL8;2
L-12882;HPL;3
D-12883;S£9;1
D-12883;S£9;2
D-12883;S£9;3
I-12884;3PX;1
I-12884;V5TG;2
I-12884;V5TG;3
I-12884;V5TG;4
I-12884;V5TG;5
V-12885;MWP69;1
V-12885;MWVJ9;2
U-12886;UL;1
U-12886;9EV;2
U-12886;9J5;3
W-12887;MWLJ9;1
W-12887;MWP69;2
M-12888;UL;1
M-12888;ULV;2
F-12889;86X;1
F-12889;86X;2
F-12890;M55E6;1
F-12890;M55E6;2
F-12890;MW9V8;3
F-12890;L9V8;4
Z-12891;A6G;1
Z-12891;AG9;2
D-12892;ZZ4;1
D-12892;6ML;2
L-12893;HPL;1
L-12893;HL8;2
L-12893;HVL;3
K-12894;AG9;1
K-12894;A6G;2
K-12894;AG9;3
K-12894;A6G;4
K-12894;BG9;5
K-12894;B6G;6
K-12894;AG9;7
K-12894;A6G;8
K-12894;M6G;9
K-12894;E6G;10
W-12895;86X;1
W-12895;86X;2
J-12896;UL;1
J-12896;L9V;2
S-12897;UL;1
S-12897;L9V;2
N-12898;UL;1
N-12898;L9V;2
N-12898;ULV;3
Z-12899;E6X;1
Z-12899;E6X;2
Z-12899;86X;3
Z-12899;86X;4
R-12900;HVL;1
R-12900;HL8;2
R-12900;HPL;3
R-12900;HPL;4
R-12900;HL8;5
R-12900;HVL;6
D-12901;ZZ4;1
D-12901;6ML;2
I-12902;P69;1
I-12902;LJ9;2
I-12902;P69;3
I-12902;LJ9;4
K-12903;5G;1
K-12903;M55E6;2
K-12903;MW9V8;3
K-12903;M6L6X;4
K-12903;L9V8;5
K-12903;5G;6
A-12904;UL;1
A-12904;L9V;2
A-12904;ULV;3
A-12904;LUL;4
A-12904;LLV;5
Y-12905;86MEK;1
Y-12905;86MEK;2
Y-12905;M5ES;3
L-12906;XW9V8;1
L-12906;XW9V8;2
L-12906;XW9V8;3
Y-12907;R;1
Y-12907;R;2
O-12908;UL;1
O-12908;ULV;2
O-12908;L9V;3
L-12909;95L;1
L-12909;ULV;2
O-12910;86X;1
O-12910;E6X;2
S-12911;TP;1
S-12911;TP;2
S-12911;TP;3
S-12911;TP;4
S-12911;TP;5
S-12911;TP;6
B-12912;86MEK;1
B-12912;86MEK;2
B-12912;M5ES;3
B-12913;8QX;1
B-12913;8QX;2
O-12914;86X;1
O-12914;86X;2
O-12914;86X;3
F-12915;UL;1
F-12915;9EV;2
F-12915;EJ5;3
G-12916;ZZ4;1
G-12916;4EV;2
V-12917;86X;1
V-12917;86X;2
E-12918;L5TG;1
E-12918;L5TG;2
X-12919;9YJ;1
X-12919;U99L;2
W-12920;X6L6X;1
W-12920;X6L6X;2
W-12920;X6L6X;3
J-12921;UL;1
J-12921;ULV;2
J-12921;L9X;3
D-12922;95L;1
D-12922;95L;2
D-12922;95L;3
D-12922;95L;4
D-12922;95L;5
D-12922;95L;6
J-12923;95L;1
J-12923;95L;2
R-12924;95L;1
R-12924;95L;2
W-12925;95L;1
W-12925;95L;2
W-12925;95L;3
M-12926;V5TG;1
M-12926;3PX;2
Y-12927;3PX;1
Y-12927;V5TG;2
Y-12927;V5TG;3
O-12928;VYJ;1
O-12928;VYJ;2
U-12929;MWU6P;1
U-12929;MWU6P;2
O-12930;L9X;1
O-12930;VPX;2
B-12931;8VX;1
B-12931;586J8;2
P-12932;V5TG;1
P-12932;3PX;2
P-12932;V5TG;3
N-12933;$HK;1
N-12933;$HK;2
N-12933;$HV;3
E-12934;L9X;1
E-12934;VPX;2
H-12935;PX9;1
H-12935;RVX9L;2
B-12936;TL8;1
B-12936;LJ9;2
M-12937;B3K;1
M-12937;B3K;2
M-12937;1HV;3
M-12937;5G;4
Q-12938;L5TG;1
Q-12938;L5TG;2
V-12939;HL8;1
V-12939;HVL;2
H-12940;MW9V8;1
H-12940;L9V8;2
H-12940;MW9V8;3
H-12940;L9V8;4
H-12940;P69;5
H-12940;LJ9;6
H-12940;MW65E;7
H-12940;MW59M;8
K-12941;TP;1
K-12941;TP;2
G-12942;$L8;1
G-12942;$PL;2
G-12942;$J9;3
I-12943;PX9;1
I-12943;L5TG;2
I-12943;L5TG;3
B-12944;86MEK;1
B-12944;86MEK;2
B-12944;M5ES;3
C-12945;$L8;1
C-12945;$7L;2
C-12945;$PL;3
C-12946;HL8;1
C-12946;HVL;2
C-12946;HPL;3
M-12947;BG9;1
M-12947;BG9;2
M-12947;M6G;3
M-12947;M6G;4
F-12948;TL8;1
F-12948;P69;2
F-12948;VJ9;3
N-12949;HL8;1
N-12949;HVL;2
N-12949;HPL;3
G-12950;R;1
G-12950;VPX;2
G-12950;8VX;3
G-12950;UL;4
G-12950;ULV;5
G-12950;L9V;6
T-12951;MW9V8;1
T-12951;L9V8;2
T-12951;HJ9;3
T-12951;LJ9;4
M-12952;L5TG;1
M-12952;L5TG;2
O-12953;E6G;1
O-12953;M6G;2
O-12953;26G;3
O-12953;2G9;4
O-12953;26G;5
O-12953;2G9;6
O-12953;A6G;7
O-12953;AG9;8
O-12953;A6G;9
O-12953;AG9;10
U-12954;U6P;1
U-12954;U6P;2
U-12954;U6P;3
U-12954;U6P;4
U-12954;U6P;5
U-12954;U6P;6
U-12954;U6P;7
V-12955;AG9;1
V-12955;A6G;2
V-12955;AG9;3
V-12955;A6G;4
V-12955;AG9;5
V-12955;A6G;6
V-12955;M6G;7
H-12956;ZVX;1
H-12956;ZVX;2
O-12957;5G9;1
O-12957;AG9;2
O-12957;A6G;3
O-12957;M6G;4
K-12958;MW65E;1
K-12958;XW65E;2
K-12958;X686X;3
K-12958;MW65E;4
K-12958;XW65E;5
K-12958;X686X;6
K-12958;LJ9;7
K-12958;LJ9;8
R-12959;LJ9;1
R-12959;TL8;2
R-12959;P69;3
F-12960;86X;1
F-12960;9V8;2
F-12960;9V8;3
H-12961;UL;1
H-12961;9EV;2
H-12961;EJ5;3
T-12962;M5ES;1
T-12962;86MEK;2
T-12962;86MEK;3
A-12963;TP;1
A-12963;TP;2
A-12963;TP;3
A-12963;TP;4
A-12963;TP;5
K-12964;R;1
K-12964;RP;2
F-12965;UVX;1
F-12965;ZVX;2
W-12966;86X;1
W-12966;86X;2
S-12967;MWU6P;1
S-12967;MWU6P;2
O-12968;M5ES;1
O-12968;86MEK;2
O-12968;86MEK;3
I-12969;95L;1
I-12969;ULV;2
I-12969;L9V;3
Z-12970;T58;1
Z-12970;T58;2
Z-12970;T58;3
R-12971;TP;1
R-12971;TP;2
R-12971;TP;3
Q-12972;HPL;1
Q-12972;H7L;2
H-12973;LJ9;1
H-12973;LJ9;2
H-12973;P69;3
H-12973;P69;4
H-12973;E6U;5
H-12973;E6U;6
H-12973;59M;7
H-12973;59M;8
C-12974;BG9;1
C-12974;B6G;2
C-12974;2G9;3
C-12974;26G;4
C-12974;2G9;5
C-12974;26G;6
C-12974;AG9;7
C-12974;A6G;8
C-12974;M6G;9
I-12975;VYJ;1
I-12975;PX9;2
P-12976;AG9;1
P-12976;A6G;2
P-12976;AG9;3
P-12976;A6G;4
P-12976;AG9;5
P-12976;A6G;6
P-12976;M6G;7
P-12976;E6G;8
J-12977;UL;1
J-12977;L9V;2
J-12977;ULV;3
E-12978;PX9;1
E-12978;RVX9L;2
E-12978;L5TG;3
E-12978;L5TG;4
D-12979;4K;1
D-12979;5MK;2
D-12979;4EV;3
U-12980;TL8;1
U-12980;LJ9;2
O-12981;TL8;1
O-12981;VJ9;2
S-12982;MWU6P;1
S-12982;5G;2
S-12982;MWU6P;3
S-12982;MWU6P;4
Z-12983;86X;1
Z-12983;86X;2
B-12984;V5TG;1
B-12984;3PX;2
Q-12985;UL;1
Q-12985;L9V;2
Q-12985;ULV;3
K-12986;UL;1
K-12986;L9V;3
K-12986;ULV;4
L-12987;UL;1
L-12987;L9V;3
L-12987;ULV;4
J-12988;UL;1
J-12988;5FUL;2
J-12988;EJ5;3
O-12989;UL;1
O-12989;9EV;2
O-12989;9J5;3
Y-12990;VPX;1
Y-12990;VPX;3
N-12991;ZZ4;1
N-12991;4EV;2
R-12992;U4;1
R-12992;4EV;2
X-12993;UL;1
X-12993;L9V;2
X-12993;ULV;3
O-12994;TVX;1
O-12994;TVX;2
O-12994;TVX;3
O-12994;TVX;4
O-12994;TVX;5
K-12995;VPX;1
K-12995;VPX;3
E-12996;E6X;1
E-12996;L;2
E-12996;JUV;3
W-12997;U4;1
W-12997;5ML;3
U-12998;VPX;1
U-12998;VPX;3
D-12999;8QX;1
D-12999;8QX;2
D-12999;E6U;3
D-12999;E6U;4
N-13000;8QX;1
N-13000;8QX;2
N-13000;86X;3
Z-13001;TMX;1
Z-13001;TMX;2
Z-13001;TMX;3
Z-13001;TMX;4
H-13002;L;1
H-13002;JUV;2
H-13002;5G;3
I-13003;95L;1
I-13003;L9V;3
I-13003;ULV;4
S-13004;95L;1
S-13004;L9V;2
S-13004;ULV;3
S-13005;UL;1
S-13005;VPX;3
L-13006;UL;1
L-13006;EJ5;2
L-13006;9EV;3
L-13006;P3V;4
N-13007;UL;1
N-13007;E6X;3
O-13008;UL;1
O-13008;L9V;3
O-13008;ULV;4
C-13009;UL;1
C-13009;9EV;2
C-13009;9J5;3
J-13010;£VX;1
J-13010;GMJ;2
V-13011;LUL;1
V-13011;LLV;3
A-13012;8QX;1
A-13012;8QX;2
W-13013;TK6;1
W-13013;TK6;2
H-13014;95L;1
H-13014;ULV;3
H-13014;L9V;4
V-13015;8QX;1
V-13015;86X;2
V-13015;8QX;3
H-13016;8QX;1
H-13016;8QX;2
H-13016;86X;3
W-13017;4K;1
W-13017;6V;3
Q-13018;UL;1
Q-13018;ULV;3
Q-13018;L9V;4
T-13019;95L;1
T-13019;L9V;3
T-13019;ULV;4
R-13020;VPX;1
R-13020;VPX;3
U-13021;L6X;1
U-13021;86X;2
E-13022;UVX;1
E-13022;GMJ;2
E-13022;UVX;3
E-13022;GMJ;4
F-13023;9VX;1
F-13023;GMJ;2
F-13023;Z8;3
F-13023;XJ8;4
U-13024;95L;1
U-13024;95L;3
U-13024;95L;5
U-13024;95L;7
P-13025;95L;1
P-13025;L9V;3
P-13025;ULV;4
Q-13026;3X9;1
Q-13026;3X9;2
Q-13026;3X9;3
Q-13026;3X9;4
Q-13026;3X9;5
Q-13026;3X9;6
Q-13026;3X9;7
T-13027;4K;1
T-13027;6V;3
O-13028;8QX;1
O-13028;8QX;2
D-13029;HPL;1
D-13029;HVL;2
M-13030;ZZ4;1
M-13030;4EV;2
R-13031;VPX;1
R-13031;VPX;3
X-13032;4K;1
X-13032;6V;3
Y-13033;ZVX;1
Y-13033;GMJ;2
Y-13033;ZVX;3
Y-13033;GMJ;4
Y-13033;ZVX;5
Y-13033;GMJ;6
Y-13033;ZVX;7
Y-13033;GMJ;8
Y-13033;ZVX;9
Y-13033;GMJ;10
T-13034;VPX;1
T-13034;VPX;3
V-13035;L6X;1
V-13035;6UJ;3
S-13036;ZZ4;1
S-13036;4LV;3
O-13037;UL;1
O-13037;L9V;2
O-13037;ULV;3
P-13038;86X;1
P-13038;E6X;3
M-13039;8QX;1
M-13039;8QX;2
M-13039;E6U;3
N-13040;ZZ4;1
N-13040;4EV;2
M-13041;4K;1
M-13041;6V;3
I-13042;4K;1
I-13042;6V;3
C-13043;8QX;1
C-13043;E6U;2
S-13044;8QP;1
S-13044;GMJ;2
S-13044;8QP;3
S-13044;GMJ;4
Q-13045;8QP;1
Q-13045;GMJ;2
Q-13045;8QP;3
Q-13045;GMJ;4
D-13046;8VX;1
D-13046;GMJ;2
D-13046;3XV;3
D-13046;XJ8;4
L-13047;UL;1
L-13047;ULV;3
L-13047;L9V;4
P-13048;5G;1
P-13048;UVX;2
P-13048;GMJ;3
P-13048;5G;4
P-13048;UVX;5
P-13048;GMJ;6
P-13048;5G;7
B-13049;UL;1
B-13049;L9V;2
B-13049;ULV;3
Z-13050;UL;1
Z-13050;L9V;3
Z-13050;ULV;4
X-13051;UL;1
X-13051;9EV;2
X-13051;9J5;3
K-13052;65E;1
K-13052;86X;2
W-13053;UL;1
W-13053;L9V;2
W-13053;ULV;3
D-13054;2G9;1
D-13054;26G;2
D-13054;GMJ;3
D-13054;M6G;4
D-13054;X6G;5
I-13055;UVX;1
I-13055;GMJ;2
Q-13056;U4;1
Q-13056;4EV;2
U-13057;ZZ4;1
U-13057;4EV;2
R-13058;8QX;1
R-13058;86X;2
R-13058;E6U;3
R-13058;E6U;4
Y-13059;AG9;1
Y-13059;A6G;2
Y-13059;GMJ;3
Y-13059;M6G;4
L-13060;UL;1
L-13060;L9V;3
L-13060;ULV;4
R-13061;4K;1
R-13061;4EV;2
R-13062;4K;1
R-13062;4EV;2
M-13063;4K;1
M-13063;6V;3
R-13064;4K;1
R-13064;6V;3
G-13065;95L;1
G-13065;L9V;3
G-13065;ULV;4
L-13066;ZVX;1
L-13066;GMJ;2
M-13067;E6X;1
M-13067;E6X;3
M-13068;2G9;1
M-13068;26G;2
M-13068;GMJ;3
M-13068;M6G;4
M-13068;X6G;5
Q-13069;AG9;1
Q-13069;A6G;2
Q-13069;GMJ;3
Q-13069;M6G;4
Q-13069;X6G;5
X-13070;86X;1
X-13070;86X;3
N-13071;ZVX;1
N-13071;GMJ;2
N-13071;ZVX;3
N-13071;GMJ;4
N-13071;ZVX;5
N-13071;GMJ;6
O-13072;8QX;1
O-13072;8QX;2
K-13073;E6U;1
K-13073;8QX;2
H-13074;4K;1
H-13074;6V;3
N-13075;4K;1
N-13075;6V;3
A-13076;4K;1
A-13076;6V;3
I-13077;4K;1
I-13077;6V;3
E-13078;UL;1
E-13078;L9V;3
E-13078;ULV;4
C-13079;E6X;1
C-13079;VPX;3
X-13080;E6X;1
X-13080;VPX;3
Z-13081;8VX;1
Z-13081;GMJ;2
Z-13081;XJ8;3
Z-13081;3XV;4
N-13082;65E;1
N-13082;86X;2
N-13082;E6U;3
N-13083;L6X;1
N-13083;6UJ;3
R-13084;UVX;1
R-13084;GMJ;2
M-13085;UL;1
M-13085;L9V;3
M-13085;ULV;4
G-13086;4K;1
G-13086;6V;3
R-13087;4K;1
R-13087;6V;3
W-13088;VPX;1
W-13088;VPX;3
A-13089;TK6;1
A-13089;TK6;2
Y-13090;8QX;1
Y-13090;8QX;2
U-13091;86X;1
U-13091;8QX;2
U-13091;8QX;3
U-13092;ZZ4;1
U-13092;VPX;3
Q-13093;UL;1
Q-13093;L9V;3
Q-13093;ULV;4
Q-13093;3LV;5
Q-13094;VPX;1
Q-13094;VPX;3
F-13095;UL;1
F-13095;L9V;3
F-13095;ULV;4
F-13096;VPX;1
F-13096;VPX;2
L-13097;UL;1
L-13097;L9V;3
L-13097;ULV;4
R-13098;95L;1
R-13098;L9V;3
R-13098;ULV;4
B-13099;8VX;1
B-13099;GMJ;2
B-13099;XJ8;3
B-13099;XJ8;4
G-13100;E6X;1
G-13100;86X;3
G-13100;86X;5
G-13100;86X;7
G-13100;86X;9
Y-13101;UL;1
Y-13101;L9V;3
Y-13101;ULV;4
Q-13102;4K;1
Q-13102;6V;3
N-13103;4K;1
N-13103;6V;3
N-13104;L6X;1
N-13104;6UJ;3
X-13105;86X;1
X-13105;86X;3
U-13106;VPX;1
U-13106;9X9;2
N-13107;86X;1
N-13107;86X;3
Y-13108;8VX;1
Y-13108;GMJ;2
Y-13108;XJ8;3
Y-13108;3XV;4
O-13109;86X;1
O-13109;8QX;2
P-13110;L9X;1
P-13110;VPX;3
S-13111;U6P;1
S-13111;86X;2
S-13111;8QX;3
N-13112;UL;1
N-13112;L9V;3
N-13112;ULV;4
X-13113;BG9;1
X-13113;B6G;2
X-13113;GMJ;3
X-13113;M6G;4
S-13114;UVX;1
S-13114;GMJ;2
C-13115;95L;1
C-13115;L9V;3
C-13115;ULV;4
N-13116;AG9;1
N-13116;A6G;2
N-13116;GMJ;3
N-13116;M6G;4
N-13116;X6G;5
N-13116;E6G;6
Q-13117;8VX;1
Q-13117;GMJ;2
Q-13117;3XV;3
Q-13117;XJ8;4
J-13118;VPX;1
J-13118;VPX;3
P-13119;8QX;1
P-13119;8QX;2
P-13119;86X;3
P-13119;86X;4
I-13120;86X;1
I-13120;86X;3
V-13121;8VX;1
V-13121;GMJ;2
V-13121;3XV;3
V-13121;XJ8;4
Q-13122;AG9;1
Q-13122;A4G;2
Q-13122;GMJ;3
Q-13122;M6G;4
Q-13122;X6G;5
Q-13123;UL;1
Q-13123;L9V;3
Q-13123;ULV;4
V-13124;£VX;1
V-13124;GMJ;2
L-13125;UL;1
L-13125;L9V;3
L-13125;ULV;4
L-13125;VPX;5
Q-13126;UL;1
Q-13126;ULV;3
Q-13126;L9V;4
E-13127;UL;1
E-13127;EJ5;2
E-13127;9EV;3
H-13128;L;1
H-13128;JUV;2
F-13129;8VX;1
F-13129;GMJ;2
F-13129;XJ8;3
F-13129;8VX;4
F-13129;GMJ;5
L-13130;UL;1
L-13130;L9V;3
L-13130;ULV;4
L-13130;VPX;5
Z-13131;ZZ4;1
Z-13131;4EV;2
J-13132;VPX;1
J-13132;86X;3
M-13133;UL;1
M-13133;L9V;3
M-13133;ULV;4
J-13134;4K;1
J-13134;6V;3
F-13135;VPX;1
F-13135;VPX;3
F-13135;£VX;5
F-13135;GMJ;6
I-13136;L9X;1
I-13136;VPX;3
M-13137;86X;1
M-13137;86X;2
Y-13138;65E;1
Y-13138;86X;2
B-13139;UVX;1
B-13139;GMJ;2
B-13139;UVX;3
B-13139;GMJ;4
B-13139;UVX;5
B-13139;GMJ;6
B-13139;UVX;7
B-13139;GMJ;8
B-13139;UVX;9
B-13139;GMJ;10
M-13140;UL;1
M-13140;L9V;3
M-13140;ULV;4
D-13141;86X;1
D-13141;E6X;3
D-13141;E6X;5
I-13142;UL;1
I-13142;ULV;3
I-13142;L9V;4
P-13143;VPX;1
P-13143;VPX;3
M-13144;86X;1
M-13144;8QX;2
U-13145;E6U;1
U-13145;86X;2
P-13146;8VX;1
P-13146;GMJ;2
P-13146;3XV;3
X-13147;L6X;1
X-13147;6UJ;3
L-13148;VPX;1
L-13148;VPX;3
E-13149;8VX;1
E-13149;GMJ;2
E-13149;3XV;3
W-13150;ZZ4;1
W-13150;4EV;2
U-13151;VPX;1
U-13151;86X;3
T-13152;£VX;1
T-13152;GMJ;2
H-13153;VPX;1
H-13153;VPX;3
W-13154;UL;1
W-13154;ULV;3
W-13154;L9V;4
X-13155;UVX;1
X-13155;GMJ;2
X-13155;UVX;3
X-13155;GMJ;4
S-13156;8QP;1
S-13156;GMJ;2
W-13157;E6X;1
W-13157;VPX;3
F-13158;AG9;1
F-13158;A6G;2
F-13158;GMJ;3
F-13158;M6G;4
F-13158;X6G;5
V-13159;VPX;1
V-13159;VPX;3
Z-13160;AG9;1
Z-13160;A6G;2
Z-13160;GMJ;3
Z-13160;M6G;4
R-13161;UVX;1
R-13161;GMJ;2
R-13161;UVX;3
R-13161;GMJ;4
R-13161;UVX;5
R-13161;GMJ;6
R-13161;UVX;7
R-13161;GMJ;8
R-13161;UVX;9
R-13161;GMJ;10
L-13162;86X;1
L-13162;86X;3
M-13163;XJ8;1
M-13163;3XV;2
M-13163;8VX;3
M-13163;J8VX;4
M-13163;GMJ;5
M-13163;XJ8;6
M-13163;3XV;7
M-13163;8VX;8
M-13163;GMJ;9
H-13164;XJ8;1
H-13164;3XV;2
H-13164;8VX;3
H-13164;GMJ;4
H-13164;XJ8;5
Y-13165;3XV;1
Y-13165;8VX;2
Y-13165;GMJ;3
Y-13165;XJ8;4
Y-13165;3XV;5
H-13166;8VX;1
H-13166;GMJ;2
H-13166;3XV;3
H-13166;XJ8;4
Q-13167;U4K;1
Q-13167;6V;3
Q-13167;Z8;4
T-13168;UL;1
T-13168;ULV;3
T-13168;L9V;4
C-13169;86X;1
C-13169;86X;3
B-13170;VPX;1
B-13170;VPX;3
H-13171;UL;1
H-13171;L9V;3
H-13171;ULV;4
M-13172;8QX;1
M-13172;8QX;2
R-13173;UL;1
R-13173;L9V;3
R-13173;ULV;4
A-13174;95L;1
A-13174;L9V;3
A-13174;ULV;4
P-13175;86X;1
P-13175;L6X;2
W-13176;AG9;1
W-13176;A4G;2
W-13176;GMJ;3
W-13176;M6G;4
W-13176;X6G;5
O-13177;UL;1
O-13177;ELV;3
O-13177;L9V;4
O-13177;ULV;5
R-13178;8VX;1
R-13178;GMJ;2
R-13178;XJ8;3
R-13178;Z8;4
R-13178;3XV;5
J-13179;8QX;1
J-13179;8QX;2
D-13180;8QX;1
D-13180;8QX;2
D-13180;86X;3
W-13181;E6X;1
W-13181;86X;3
N-13182;HPL;1
N-13182;$PL;2
N-13182;65E;3
N-13182;86X;4
N-13182;E6U;5
N-13182;E6U;6
N-13182;65E;7
N-13182;65E;8
N-13182;86X;9
N-13182;E6U;10
J-13183;86X;1
J-13183;86X;3
J-13183;86X;5
K-13184;4K;1
K-13184;6V;3
T-13185;4K;1
T-13185;6V;3
T-13185;Z8;4
C-13186;UVX;1
C-13186;GMJ;2
C-13186;UVX;3
C-13186;GMJ;4
C-13186;UVX;5
C-13186;GMJ;6
C-13186;UVX;7
C-13186;GMJ;8
C-13186;UVX;9
C-13186;GMJ;10
U-13187;86X;1
U-13187;86X;3
W-13188;8QX;1
W-13188;8QX;2
H-13189;UVX;1
H-13189;GMJ;2
H-13189;UVX;3
H-13189;GMJ;4
H-13189;UVX;5
