26,26
26,26
01,19,23,26,19,23,26,03,07,01,19,23,26,13,17,01,19,23,26,19,23,26,07,13,19,23,01,01,23,26,19,23,26,19,23,26,01,23,26,23,01,19,23,03,09,01,19,26,09,23,11,19,19,01,23,26
23,26
23,26,26,07,23,26,26,26
13
13
11,09,19,26,26,09,03,17,23,26,26,13,17,13,17
23,26,06,26,03,07
03,13,26,13,09,13,17,26,11,03,13
13
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,13,20,23,26,20,20,20,20,20,20,20,20,20,20,20,20,20,13,17,20,11,20,20,20,23,20,23,20,20,20,20,20,20,20,20,20,20,13,23,23,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
23,26,23,26,03,07
23,26,26,17,26,03,07,17,26,17,26
08,08,08,08,08,08,08,08,13,26,08,08,08,08,08,08,08,08,13,26,08,08,08,08,17,26,08,08,06,08,08,03,07,08,13,26,08,08,08,08,08,08,08,08,08,10,13
11,23,26,09,17,26,30,15,17,13,23,26,06,23,26,17,11,23,26,15,17
13,23,26,09,11,19,23,26,19,13,23,26,13,23,26,13,23,26,13,19,26,13
26,23,26
13,23,19,13,26
26
26,13,23,26,23,26
26,09
17,13,13,08,08,08,08,01,24,26,08,13,16,31,13,16,13,16,13,16,26,13,16,31,13,16,13,16,13,16,09,13,16,13,16,13,16,13,16,13,16,13,16,23,26,03,13,16,13,16,13,16,13,16
26
06,30,01,23,26,09,23,26
06,11,07,13,07,13,07,13,07,13,07,13,07,13,07,13,07,07,07,07,07,13,07,01
08,17,08,03,23,26,23,26
19,19,17,01,23,26,19,23,26,19,19,23,26,19,19,19,19,19,19,19
26
13,13,09,13,13,13,13,11,17,13,06,11,07,13,07,13,07,13,07,13,07,13,07,13,07,13,07,13,07,13,07,13,07,13,17,13,13
26,26,26,26,26,26
03,06,13,19,23,26
23
11,13,23,23,11,23,11,11,11,23,13,13,23,23,23,06,06,06,06,06,06,23,09,13,11,01,23,13
26
26,26,17,26,13,17,17,26,26
07,23
26,23,25,26,11,13,23,26,26,06,23,26,13,26,23,25,26,23,26,23,25,26
23,26,26,23,26
13,23,26,09,13,19,26,17,26,09,13,26
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
26,13,23,26,03,07,03,07,06,13,23,13
01,13,17,01,01,17,26,17,26,19,19
07,13,07,13,23,26,07,13,07,13,07,13,07,13,13,03,13,13,23,26,13,23,26,13,26,13,23,26,13,26,03,13,23,13,17,11,13,26,17,26,13,26,13,17,26,09,13,17,06,06,13,23,26,13,17,13,26,09
23
07,23
26
23,26,23,23,26,26,26,26,03,07,26,26
